  Year          Age             Female            Male           Total
  1961          10             85670.35        89693.97       175364.31
  1961          11             84118.78        87981.29       172100.07
  1961          12             84065.12        87748.94       171814.06
  1961          13             90073.43        93810.69       183884.12
  1961          14             90959.63        94255.79       185215.42
  1961          15             82075.23        84542.79       166618.02
  1961          16             76890.55        78997.85       155888.41
  1961          17             76353.00        78741.63       155094.63
  1961          18             72064.71        74439.78       146504.48
  1961          19             66690.25        68883.47       135573.71
  1961          20             64240.86        66393.35       130634.21
  1961          21             60999.83        62548.28       123548.11
  1961          22             57036.49        57956.29       114992.77
  1961          23             54246.54        55119.46       109366.00
  1961          24             54220.01        55234.22       109454.22
  1961          25             54550.90        55239.16       109790.06
  1961          26             56703.95        57140.51       113844.47
  1961          27             58779.89        59755.44       118535.33
  1961          28             61251.92        62057.73       123309.65
  1961          29             64090.96        64332.82       128423.79
  1961          30             67170.03        67257.45       134427.48
  1961          31             66915.69        66543.38       133459.07
  1961          32             67114.34        66018.87       133133.22
  1961          33             66937.80        64818.63       131756.43
  1961          34             69155.76        66199.35       135355.11
  1961          35             70664.77        67242.34       137907.10
  1961          36             71690.31        67388.57       139078.88
  1961          37             74521.35        69872.24       144393.59
  1961          38             74773.34        70300.69       145074.03
  1961          39             76288.99        71595.20       147884.19
  1961          40             70850.41        66581.34       137431.74
  1961          41             66812.86        62380.90       129193.75
  1961          42             40783.11        37918.45        78701.56
  1961          43             33554.88        31561.62        65116.49
  1961          44             35602.13        33734.64        69336.77
  1961          45             43917.11        41148.48        85065.59
  1961          46             59861.41        55657.38       115518.78
  1961          47             70653.83        65981.29       136635.12
  1961          48             71628.68        67256.43       138885.11
  1961          49             71765.65        67691.99       139457.64
  1961          50             72569.18        68616.17       141185.35
  1961          51             73107.50        68949.22       142056.72
  1961          52             72219.73        67965.53       140185.26
  1961          53             70461.29        66093.68       136554.97
  1961          54             69645.20        64819.19       134464.39
  1961          55             67220.47        61920.86       129141.34
  1961          56             65173.30        59469.44       124642.74
  1961          57             65204.55        58967.97       124172.53
  1961          58             64721.65        57833.23       122554.87
  1961          59             63734.24        56043.09       119777.32
  1961          60             61703.30        52850.37       114553.67
  1961          61             59427.41        49281.82       108709.23
  1961          62             56704.51        45186.93       101891.45
  1961          63             54309.08        41739.92        96049.00
  1961          64             52442.62        38863.49        91306.11
  1961          65             50204.27        36106.29        86310.56
  1961          66             47195.04        33379.26        80574.30
  1961          67             43909.28        30460.83        74370.11
  1961          68             40601.73        27652.84        68254.57
  1961          69             38125.62        25924.06        64049.68
  1961          70             35958.61        24236.87        60195.48
  1961          71             33448.59        22043.84        55492.43
  1961          72             31565.41        20562.44        52127.85
  1961          73             29588.26        19029.57        48617.83
  1961          74             27290.50        17273.66        44564.16
  1961          75             24990.18        15752.63        40742.80
  1961          76             22960.25        14407.18        37367.43
  1961          77             20744.79        12846.24        33591.04
  1961          78             18581.34        11364.89        29946.23
  1961          79             16196.44         9848.36        26044.80
  1961          80             13677.53         8259.02        21936.55
  1961          81             11963.90         7131.71        19095.61
  1961          82             10492.66         6089.02        16581.68
  1961          83              8599.48         4928.45        13527.93
  1961          84              6930.37         4031.25        10961.62
  1961          85              5655.05         3288.91         8943.96
  1961          86              4582.98         2610.21         7193.19
  1961          87              3587.95         2070.72         5658.67
  1961          88              2599.81         1464.42         4064.23
  1961          89              1894.77         1031.54         2926.31
  1961          90              1414.76          744.23         2158.99
  1961          91              1003.87          502.84         1506.71
  1961          92               673.33          332.64         1005.97
  1961          93               440.33          216.90          657.23
  1961          94               277.10          119.33          396.44
  1961          95               180.42           66.08          246.51
  1961          96               110.52           44.91          155.43
  1961          97                68.83           22.47           91.29
  1961          98                45.99           10.60           56.59
  1961          99                22.83            9.72           32.55
  1961         100                11.58            3.59           15.17
  1961         101                 6.47            1.64            8.11
  1961         102                 2.88            0.49            3.37
  1961         103                 1.03            0.00            1.03
  1961         104                 0.16            0.00            0.16
  1961         105                 0.00            0.00            0.00
  1961         106                 0.00            0.00            0.00
  1961         107                 0.00            0.00            0.00
  1961         108                 0.00            0.00            0.00
  1961         109                 0.00            0.00            0.00
  1961         110+                0.00            0.00            0.00
  1962           0             63635.08        66872.46       130507.54
  1962           1             61946.06        65071.95       127018.00
  1962           2             62096.51        65319.96       127416.47
  1962           3             63517.90        66621.03       130138.93
  1962           4             72454.68        75816.68       148271.36
  1962           5             75567.72        79239.17       154806.89
  1962           6             77675.17        81599.31       159274.48
  1962           7             79546.36        83594.14       163140.50
  1962           8             80392.97        84337.37       164730.34
  1962           9             82054.48        85980.05       168034.52
  1962          10             84496.63        88415.75       172912.37
  1962          11             85589.04        89595.51       175184.55
  1962          12             84023.92        87889.61       171913.52
  1962          13             84008.53        87699.48       171708.01
  1962          14             89988.89        93765.84       183754.73
  1962          15             90810.57        94121.56       184932.13
  1962          16             81933.85        84399.29       166333.13
  1962          17             76783.90        78875.48       155659.38
  1962          18             76259.10        78612.80       154871.90
  1962          19             71900.51        74214.26       146114.77
  1962          20             66554.82        68692.90       135247.72
  1962          21             64186.62        66264.39       130451.01
  1962          22             60931.29        62419.19       123350.48
  1962          23             56935.60        57793.79       114729.38
  1962          24             54188.14        54994.25       109182.38
  1962          25             54103.34        55064.59       109167.93
  1962          26             54478.65        55072.40       109551.04
  1962          27             56650.37        56990.32       113640.70
  1962          28             58659.81        59526.65       118186.47
  1962          29             61108.57        61817.95       122926.52
  1962          30             63967.14        64118.20       128085.34
  1962          31             67006.73        66973.32       133980.04
  1962          32             66759.01        66274.21       133033.22
  1962          33             66971.14        65783.65       132754.79
  1962          34             66793.77        64539.49       131333.26
  1962          35             68982.35        65888.18       134870.53
  1962          36             70455.30        66959.51       137414.81
  1962          37             71495.54        67133.25       138628.80
  1962          38             74327.25        69605.83       143933.08
  1962          39             74612.16        70032.20       144644.36
  1962          40             76110.77        71309.80       147420.57
  1962          41             70698.20        66315.55       137013.75
  1962          42             66627.08        62079.87       128706.95
  1962          43             40557.24        37637.51        78194.75
  1962          44             33449.79        31396.13        64845.92
  1962          45             35450.97        33522.52        68973.49
  1962          46             43791.74        40913.38        84705.12
  1962          47             59683.72        55358.10       115041.83
  1962          48             70287.89        65498.25       135786.13
  1962          49             71315.24        66795.03       138110.27
  1962          50             71413.89        67182.83       138596.72
  1962          51             72172.31        67990.01       140162.32
  1962          52             72713.26        68283.16       140996.42
  1962          53             71802.74        67273.42       139076.16
  1962          54             70013.74        65310.84       135324.57
  1962          55             69121.45        63949.79       133071.24
  1962          56             66668.73        61013.43       127682.16
  1962          57             64614.32        58502.75       123117.07
  1962          58             64602.52        57876.80       122479.33
  1962          59             64024.36        56613.67       120638.03
  1962          60             62965.15        54692.07       117657.22
  1962          61             60886.08        51491.97       112378.04
  1962          62             58645.56        47963.43       106608.99
  1962          63             55818.80        43776.08        99594.87
  1962          64             53397.94        40328.20        93726.14
  1962          65             51444.93        37456.14        88901.07
  1962          66             49150.53        34630.47        83781.00
  1962          67             46071.53        31888.59        77960.11
  1962          68             42721.15        28951.80        71672.95
  1962          69             39401.23        26211.14        65612.37
  1962          70             36893.65        24498.49        61392.14
  1962          71             34617.50        22787.59        57405.09
  1962          72             31956.83        20579.00        52535.82
  1962          73             29997.08        19059.23        49056.31
  1962          74             27999.55        17512.37        45511.92
  1962          75             25622.83        15820.04        41442.87
  1962          76             23296.08        14294.66        37590.74
  1962          77             21255.22        12957.18        34212.40
  1962          78             18976.85        11418.30        30395.14
  1962          79             16717.12         9962.36        26679.48
  1962          80             14455.15         8546.14        23001.28
  1962          81             12080.36         7104.85        19185.21
  1962          82             10462.23         6045.21        16507.44
  1962          83              8985.49         5059.86        14045.35
  1962          84              7273.31         4034.79        11308.10
  1962          85              5751.37         3228.92         8980.29
  1962          86              4587.88         2596.41         7184.29
  1962          87              3645.65         2014.71         5660.35
  1962          88              2802.12         1552.55         4354.67
  1962          89              1997.48         1062.42         3059.89
  1962          90              1380.27          726.71         2106.98
  1962          91              1010.93          512.06         1522.99
  1962          92               712.87          331.84         1044.71
  1962          93               462.66          223.97          686.63
  1962          94               288.50          134.07          422.57
  1962          95               181.27           65.50          246.77
  1962          96               117.42           40.25          157.67
  1962          97                69.18           22.58           91.76
  1962          98                43.16           13.63           56.79
  1962          99                26.83            6.60           33.42
  1962         100                13.16            3.05           16.22
  1962         101                 7.53            1.27            8.80
  1962         102                 3.76            0.27            4.03
  1962         103                 1.49            0.00            1.49
  1962         104                 0.52            0.00            0.52
  1962         105                 0.00            0.00            0.00
  1962         106                 0.00            0.00            0.00
  1962         107                 0.00            0.00            0.00
  1962         108                 0.00            0.00            0.00
  1962         109                 0.00            0.00            0.00
  1962         110+                0.00            0.00            0.00
  1963           0             67051.55        70433.62       137485.17
  1963           1             63273.61        66394.49       129668.11
  1963           2             61844.23        64977.04       126821.27
  1963           3             61961.98        65220.35       127182.34
  1963           4             63467.94        66566.70       130034.63
  1963           5             72366.79        75759.77       148126.55
  1963           6             75415.74        79109.94       154525.68
  1963           7             77589.77        81506.18       159095.95
  1963           8             79452.52        83502.86       162955.39
  1963           9             80324.05        84259.59       164583.64
  1963          10             82000.72        85938.85       167939.57
  1963          11             84428.72        88353.06       172781.78
  1963          12             85494.67        89487.30       174981.97
  1963          13             83921.30        87778.36       171699.66
  1963          14             83946.16        87651.38       171597.53
  1963          15             89882.87        93686.77       183569.64
  1963          16             90637.58        93977.11       184614.69
  1963          17             81770.11        84213.25       165983.36
  1963          18             76672.81        78726.49       155399.30
  1963          19             76147.60        78468.85       154616.45
  1963          20             71718.70        73982.33       145701.03
  1963          21             66403.10        68466.93       134870.03
  1963          22             64123.75        66116.77       130240.52
  1963          23             60831.67        62260.05       123091.72
  1963          24             56830.47        57620.08       114450.55
  1963          25             54100.31        54845.80       108946.11
  1963          26             53962.47        54854.58       108817.05
  1963          27             54389.53        54893.50       109283.03
  1963          28             56579.41        56818.84       113398.25
  1963          29             58517.51        59276.51       117794.02
  1963          30             60961.96        61568.16       122530.12
  1963          31             63824.84        63886.64       127711.48
  1963          32             66824.27        66671.39       133495.67
  1963          33             66584.50        66000.57       132585.07
  1963          34             66818.98        65541.91       132360.90
  1963          35             66654.33        64282.45       130936.78
  1963          36             68792.72        65611.65       134404.38
  1963          37             70245.10        66660.98       136906.08
  1963          38             71313.87        66870.31       138184.19
  1963          39             74129.04        69330.40       143459.44
  1963          40             74446.40        69768.87       144215.27
  1963          41             75908.22        71007.20       146915.41
  1963          42             70548.62        66044.94       136593.56
  1963          43             66419.80        61762.78       128182.58
  1963          44             40334.00        37333.01        77667.00
  1963          45             33343.23        31231.16        64574.39
  1963          46             35295.31        33296.80        68592.11
  1963          47             43679.69        40653.09        84332.79
  1963          48             59476.32        55011.04       114487.37
  1963          49             69908.64        64989.63       134898.27
  1963          50             70984.74        66298.72       137283.46
  1963          51             71047.85        66595.99       137643.84
  1963          52             71767.32        67303.39       139070.72
  1963          53             72289.03        67558.96       139848.00
  1963          54             71343.89        66495.52       137839.41
  1963          55             69533.01        64431.53       133964.54
  1963          56             68598.30        62986.22       131584.52
  1963          57             66082.91        60006.70       126089.61
  1963          58             64051.55        57428.67       121480.22
  1963          59             63960.82        56652.64       120613.46
  1963          60             63285.84        55292.52       118578.36
  1963          61             62112.83        53230.69       115343.52
  1963          62             60035.86        50067.56       110103.42
  1963          63             57803.85        46539.61       104343.46
  1963          64             54856.22        42263.60        97119.81
  1963          65             52394.86        38825.36        91220.23
  1963          66             50329.89        35950.20        86280.09
  1963          67             47951.38        33124.50        81075.87
  1963          68             44885.64        30341.64        75227.28
  1963          69             41476.04        27453.00        68929.03
  1963          70             38120.14        24734.00        62854.14
  1963          71             35559.16        23022.81        58581.97
  1963          72             33191.56        21256.45        54448.02
  1963          73             30410.80        19091.40        49502.20
  1963          74             28438.97        17568.21        46007.18
  1963          75             26329.44        16027.62        42357.06
  1963          76             23927.29        14351.20        38278.49
  1963          77             21580.78        12872.29        34453.07
  1963          78             19488.47        11541.27        31029.74
  1963          79             17267.68        10071.74        27339.43
  1963          80             14975.01         8674.34        23649.35
  1963          81             12813.31         7371.14        20184.45
  1963          82             10585.53         6043.52        16629.05
  1963          83              8999.06         5063.05        14062.11
  1963          84              7599.66         4155.69        11755.35
  1963          85              6076.48         3232.29         9308.76
  1963          86              4714.70         2553.42         7268.12
  1963          87              3661.05         1988.41         5649.46
  1963          88              2862.65         1520.71         4383.35
  1963          89              2165.78         1144.55         3310.33
  1963          90              1480.81          771.09         2251.89
  1963          91              1009.27          516.37         1525.64
  1963          92               719.76          343.23         1062.99
  1963          93               485.37          221.18          706.55
  1963          94               305.16          145.81          450.97
  1963          95               183.66           79.74          263.40
  1963          96               115.27           37.83          153.10
  1963          97                67.42           23.75           91.17
  1963          98                38.52           14.41           52.93
  1963          99                24.66            7.80           32.46
  1963         100                15.16            4.26           19.42
  1963         101                 7.59            0.89            8.48
  1963         102                 3.81            0.00            3.81
  1963         103                 1.48            0.00            1.48
  1963         104                 0.38            0.00            0.38
  1963         105                 0.05            0.00            0.05
  1963         106                 0.00            0.00            0.00
  1963         107                 0.00            0.00            0.00
  1963         108                 0.00            0.00            0.00
  1963         109                 0.00            0.00            0.00
  1963         110+                0.00            0.00            0.00
  1964           0             73924.31        78059.34       151983.65
  1964           1             66630.87        69923.60       136554.47
  1964           2             63226.54        66341.75       129568.29
  1964           3             61768.11        64931.66       126699.77
  1964           4             61835.86        65130.51       126966.37
  1964           5             63422.58        66522.44       129945.02
  1964           6             72284.74        75704.41       147989.15
  1964           7             75265.63        78991.92       154257.56
  1964           8             77505.71        81428.81       158934.52
  1964           9             79358.51        83425.39       162783.90
  1964          10             80258.33        84186.30       164444.63
  1964          11             81944.83        85895.99       167840.83
  1964          12             84363.52        88287.73       172651.25
  1964          13             85405.55        89372.11       174777.66
  1964          14             83817.01        87675.80       171492.81
  1964          15             83879.87        87597.80       171477.67
  1964          16             89766.51        93605.38       183371.90
  1964          17             90458.40        93795.79       184254.19
  1964          18             81601.77        83978.12       165579.89
  1964          19             76554.81        78576.59       155131.39
  1964          20             76035.27        78330.39       154365.66
  1964          21             71543.23        73726.57       145269.80
  1964          22             66250.04        68228.63       134478.67
  1964          23             64055.55        65970.31       130025.86
  1964          24             60736.55        62104.42       122840.97
  1964          25             56717.18        57459.38       114176.57
  1964          26             54017.57        54699.01       108716.58
  1964          27             53818.44        54654.07       108472.51
  1964          28             54296.51        54715.31       109011.82
  1964          29             56501.08        56649.77       113150.85
  1964          30             58369.16        59017.67       117386.82
  1964          31             60808.79        61327.13       122135.92
  1964          32             63676.55        63654.09       127330.64
  1964          33             66641.79        66363.72       133005.51
  1964          34             66410.21        65713.96       132124.18
  1964          35             66676.85        65298.58       131975.44
  1964          36             66511.93        64027.33       130539.26
  1964          37             68604.16        65323.69       133927.85
  1964          38             70052.63        66357.77       136410.41
  1964          39             71134.24        66568.61       137702.85
  1964          40             73924.83        69032.33       142957.15
  1964          41             74269.61        69478.38       143747.98
  1964          42             75704.44        70672.94       146377.37
  1964          43             70386.74        65754.72       136141.46
  1964          44             66190.47        61392.09       127582.56
  1964          45             40105.10        37020.22        77125.32
  1964          46             33217.16        31052.19        64269.35
  1964          47             35136.98        33039.74        68176.71
  1964          48             43543.81        40383.98        83927.79
  1964          49             59241.41        54664.66       113906.07
  1964          50             69511.07        64455.01       133966.08
  1964          51             70642.73        65733.41       136376.14
  1964          52             70678.48        65983.14       136661.62
  1964          53             71322.83        66584.11       137906.93
  1964          54             71804.47        66774.77       138579.24
  1964          55             70851.38        65645.77       136497.15
  1964          56             69008.12        63505.74       132513.85
  1964          57             67997.32        61947.81       129945.13
  1964          58             65455.93        58914.30       124370.23
  1964          59             63420.44        56219.77       119640.21
  1964          60             63242.29        55357.30       118599.59
  1964          61             62477.14        53908.54       116385.68
  1964          62             61197.18        51699.64       112896.82
  1964          63             59130.15        48570.50       107700.64
  1964          64             56872.14        45004.79       101876.93
  1964          65             53831.79        40656.96        94488.75
  1964          66             51263.46        37251.51        88514.97
  1964          67             49133.85        34348.77        83482.61
  1964          68             46698.72        31504.53        78203.25
  1964          69             43616.10        28795.03        72411.13
  1964          70             40159.75        25894.51        66054.27
  1964          71             36751.20        23227.53        59978.74
  1964          72             34110.02        21489.29        55599.31
  1964          73             31667.29        19736.65        51403.94
  1964          74             28851.93        17617.47        46469.40
  1964          75             26803.19        16124.35        42927.54
  1964          76             24662.68        14593.70        39256.38
  1964          77             22237.58        12996.20        35233.77
  1964          78             19843.97        11550.41        31394.38
  1964          79             17784.39        10218.03        28002.42
  1964          80             15396.37         8682.55        24078.92
  1964          81             13330.85         7504.67        20835.52
  1964          82             11276.98         6287.64        17564.62
  1964          83              9171.53         5082.19        14253.71
  1964          84              7691.73         4184.88        11876.61
  1964          85              6387.49         3377.52         9765.01
  1964          86              5022.15         2606.95         7629.10
  1964          87              3834.53         1991.92         5826.45
  1964          88              2924.38         1525.75         4450.13
  1964          89              2230.65         1140.04         3370.69
  1964          90              1644.95          845.05         2490.00
  1964          91              1125.14          562.08         1687.23
  1964          92               724.10          361.04         1085.14
  1964          93               509.59          232.56          742.15
  1964          94               338.87          147.68          486.55
  1964          95               204.83           95.31          300.13
  1964          96               121.00           48.07          169.07
  1964          97                71.27           22.50           93.77
  1964          98                39.42           15.92           55.34
  1964          99                24.35            7.41           31.76
  1964         100                14.16            5.63           19.79
  1964         101                 8.23            2.10           10.33
  1964         102                 3.88            0.39            4.26
  1964         103                 1.71            0.00            1.71
  1964         104                 0.40            0.00            0.40
  1964         105                 0.00            0.00            0.00
  1964         106                 0.00            0.00            0.00
  1964         107                 0.00            0.00            0.00
  1964         108                 0.00            0.00            0.00
  1964         109                 0.00            0.00            0.00
  1964         110+                0.00            0.00            0.00
  1965           0             72294.87        76520.37       148815.24
  1965           1             73431.79        77456.97       150888.76
  1965           2             66525.52        69830.29       136355.81
  1965           3             63207.69        66324.99       129532.69
  1965           4             61702.95        64889.80       126592.74
  1965           5             61716.84        65051.61       126768.45
  1965           6             63385.72        66484.39       129870.11
  1965           7             72203.73        75650.29       147854.02
  1965           8             75123.96        78875.25       153999.20
  1965           9             77422.98        81353.66       158776.64
  1965          10             79268.28        83342.50       162610.78
  1965          11             80187.00        84116.20       164303.20
  1965          12             81891.29        85862.46       167753.75
  1965          13             84308.58        88231.76       172540.34
  1965          14             85311.66        89260.42       174572.07
  1965          15             83699.17        87562.85       171262.02
  1965          16             83810.08        87528.42       171338.51
  1965          17             89643.78        93491.57       183135.35
  1965          18             90280.49        93569.58       183850.07
  1965          19             81431.39        83760.93       165192.32
  1965          20             76438.35        78435.81       154874.16
  1965          21             75929.27        78180.43       154109.70
  1965          22             71368.43        73464.31       144832.74
  1965          23             66092.47        68009.49       134101.96
  1965          24             63989.02        65835.86       129824.87
  1965          25             60638.60        61954.62       122593.22
  1965          26             56612.73        57295.68       113908.41
  1965          27             53937.51        54559.22       108496.74
  1965          28             53681.28        54449.43       108130.71
  1965          29             54211.92        54541.63       108753.55
  1965          30             56419.99        56471.50       112891.49
  1965          31             58224.18        58780.11       117004.30
  1965          32             60655.10        61065.61       121720.72
  1965          33             63531.42        63408.79       126940.21
  1965          34             66463.31        66043.50       132506.81
  1965          35             66238.69        65440.83       131679.53
  1965          36             66529.40        65056.76       131586.16
  1965          37             66352.63        63753.96       130106.59
  1965          38             68421.02        65029.89       133450.91
  1965          39             69850.09        66026.69       135876.79
  1965          40             70934.12        66285.96       137220.08
  1965          41             73715.45        68733.81       142449.27
  1965          42             74093.27        69172.10       143265.37
  1965          43             75481.44        70307.34       145788.78
  1965          44             70209.38        65415.55       135624.93
  1965          45             65955.71        60996.64       126952.35
  1965          46             39855.39        36688.55        76543.94
  1965          47             33087.26        30858.55        63945.81
  1965          48             34957.65        32774.67        67732.32
  1965          49             43388.93        40098.19        83487.12
  1965          50             58987.84        54281.10       113268.94
  1965          51             69085.50        63841.72       132927.22
  1965          52             70259.06        65119.92       135378.98
  1965          53             70261.77        65313.62       135575.39
  1965          54             70815.83        65791.16       136606.99
  1965          55             71312.25        65906.23       137218.48
  1965          56             70305.86        64718.38       135024.23
  1965          57             68423.72        62484.44       130908.16
  1965          58             67370.68        60822.08       128192.76
  1965          59             64767.78        57726.90       122494.69
  1965          60             62724.34        54945.36       117669.70
  1965          61             62448.42        53981.97       116430.39
  1965          62             61607.29        52427.72       114035.00
  1965          63             60249.36        50102.93       110352.29
  1965          64             58141.26        46954.43       105095.69
  1965          65             55875.93        43388.97        99264.90
  1965          66             52641.21        39003.32        91644.53
  1965          67             50103.05        35608.83        85711.88
  1965          68             47857.30        32676.84        80534.13
  1965          69             45333.07        29873.72        75206.79
  1965          70             42215.04        27163.75        69378.79
  1965          71             38718.80        24299.37        63018.17
  1965          72             35216.11        21685.40        56901.51
  1965          73             32592.54        19971.61        52564.15
  1965          74             30080.68        18227.84        48308.52
  1965          75             27171.90        16142.70        43314.60
  1965          76             25078.42        14707.33        39785.74
  1965          77             22905.08        13197.94        36103.02
  1965          78             20494.53        11680.03        32174.56
  1965          79             18125.67        10255.37        28381.04
  1965          80             15901.42         8847.87        24749.28
  1965          81             13721.54         7522.38        21243.92
  1965          82             11758.35         6412.34        18170.68
  1965          83              9792.98         5268.30        15061.29
  1965          84              7877.86         4211.85        12089.71
  1965          85              6502.06         3436.55         9938.61
  1965          86              5285.32         2744.36         8029.68
  1965          87              4105.48         2068.12         6173.60
  1965          88              3097.53         1538.75         4636.29
  1965          89              2304.88         1150.58         3455.46
  1965          90              1704.98          838.37         2543.35
  1965          91              1252.62          614.05         1866.67
  1965          92               819.64          397.59         1217.23
  1965          93               515.27          254.04          769.31
  1965          94               352.76          155.23          507.99
  1965          95               225.87          100.84          326.71
  1965          96               136.66           59.81          196.47
  1965          97                81.66           26.91          108.57
  1965          98                48.60           14.00           62.60
  1965          99                24.92            8.92           33.84
  1965         100                15.35            5.57           20.92
  1965         101                 8.20            3.48           11.68
  1965         102                 4.51            1.18            5.69
  1965         103                 2.00            0.17            2.17
  1965         104                 0.68            0.00            0.68
  1965         105                 0.05            0.00            0.05
  1965         106                 0.00            0.00            0.00
  1965         107                 0.00            0.00            0.00
  1965         108                 0.00            0.00            0.00
  1965         109                 0.00            0.00            0.00
  1965         110+                0.00            0.00            0.00
  1966           0             68312.98        72041.76       140354.75
  1966           1             71815.61        75875.84       147691.45
  1966           2             73261.68        77297.87       150559.55
  1966           3             66447.03        69758.48       136205.51
  1966           4             63194.80        66307.28       129502.07
  1966           5             61647.18        64860.90       126508.09
  1966           6             61603.46        64986.60       126590.06
  1966           7             63348.08        66442.26       129790.34
  1966           8             72128.44        75593.49       147721.93
  1966           9             74980.66        78755.66       153736.32
  1966          10             77343.34        81280.63       158623.97
  1966          11             79172.64        83265.45       162438.09
  1966          12             80114.46        84041.97       164156.42
  1966          13             81837.43        85820.30       167657.73
  1966          14             84241.93        88161.60       172403.52
  1966          15             85204.60        89136.42       174341.02
  1966          16             83581.04        87434.58       171015.62
  1966          17             83730.69        87432.19       171162.88
  1966          18             89519.46        93345.01       182864.47
  1966          19             90094.62        93333.85       183428.46
  1966          20             81253.35        83531.00       164784.35
  1966          21             76332.43        78284.54       154616.97
  1966          22             75821.78        78012.64       153834.41
  1966          23             71181.96        73218.71       144400.67
  1966          24             65932.92        67802.01       133734.93
  1966          25             63921.65        65693.74       129615.39
  1966          26             60536.82        61802.98       122339.80
  1966          27             56503.27        57141.48       113644.75
  1966          28             53857.78        54416.51       108274.29
  1966          29             53540.76        54250.06       107790.82
  1966          30             54121.99        54357.12       108479.11
  1966          31             56338.25        56295.38       112633.63
  1966          32             58075.45        58512.05       116587.50
  1966          33             60507.01        60798.01       121305.03
  1966          34             63391.11        63161.35       126552.45
  1966          35             66278.62        65745.45       132024.08
  1966          36             66051.25        65155.06       131206.31
  1966          37             66370.88        64799.25       131170.12
  1966          38             66188.06        63461.88       129649.95
  1966          39             68228.83        64716.08       132944.92
  1966          40             69628.53        65693.48       135322.01
  1966          41             70723.86        65969.69       136693.55
  1966          42             73491.52        68412.84       141904.36
  1966          43             73901.20        68825.03       142726.23
  1966          44             75255.08        69913.16       145168.24
  1966          45             70017.94        65062.83       135080.78
  1966          46             65697.38        60575.73       126273.11
  1966          47             39599.58        36347.20        75946.79
  1966          48             32952.19        30630.25        63582.44
  1966          49             34766.31        32487.28        67253.59
  1966          50             43221.71        39776.57        82998.28
  1966          51             58705.61        53836.04       112541.64
  1966          52             68609.92        63155.93       131765.85
  1966          53             69844.05        64434.11       134278.16
  1966          54             69819.57        64541.78       134361.34
  1966          55             70318.00        64932.55       135250.55
  1966          56             70804.36        64942.03       135746.39
  1966          57             69720.67        63712.14       133432.81
  1966          58             67811.17        61421.14       129232.30
  1966          59             66685.20        59623.68       126308.88
  1966          60             64016.97        56438.00       120454.97
  1966          61             61978.56        53560.62       115539.18
  1966          62             61617.72        52477.13       114094.85
  1966          63             60693.26        50828.07       111521.33
  1966          64             59201.22        48367.55       107568.76
  1966          65             57096.05        45209.69       102305.74
  1966          66             54755.05        41669.32        96424.37
  1966          67             51377.79        37270.00        88647.79
  1966          68             48834.98        33863.99        82698.96
  1966          69             46473.25        30908.90        77382.16
  1966          70             43858.58        28136.92        71995.50
  1966          71             40732.82        25511.15        66243.97
  1966          72             37119.02        22684.57        59803.58
  1966          73             33620.34        20120.93        53741.27
  1966          74             30951.89        18416.43        49368.32
  1966          75             28332.74        16681.86        45014.61
  1966          76             25394.04        14700.10        40094.14
  1966          77             23268.98        13265.97        36534.95
  1966          78             21101.15        11815.52        32916.67
  1966          79             18692.82        10357.18        29050.00
